Node ID,Degree,Modularity class,Betweenness centrality,Closeness centrality
"Duffy, Nigel P.",1,10,0,0.254143
"Ganesan, Ravikanth",1,10,0,0.254143
"Garzon, Max H.",2,10,0.000002,0.254367
"Grossman, Tal",1,10,0,0.254143
"Hughey, Richard",1,10,0,0.254143
"Jakubowicz, Oleg",1,10,0,0.254143
"Kaznachey, Dmitri",1,10,0,0.254143
"Lyngso, Rune Bang",1,10,0,0.254143
"Mandziuk, Jacek",1,10,0,0.254143
"Masso, Majid",1,10,0,0.254143
"Muller, Klaus-Robert",1,10,0,0.254143
"Narasimhan, Giri",1,10,0,0.254143
"Negatu, Aregahegn",1,10,0,0.254143
"Pedersen, Christian Norgaard Storm",1,10,0,0.254143
"Pelillo, Marcello",1,10,0,0.254143
"Rangarajan, Anand",1,10,0,0.254143
"Ratsch, Gunnar",1,10,0,0.254143
"Regan, Kenneth W.",1,10,0,0.254143
"Sanchis, Laura A.",1,10,0,0.254143
"Serwer, Jim",1,10,0,0.254143
"Sonnenburg, Soren",1,10,0,0.254143
"Ueberla, Joerg",1,10,0,0.254143
"Wang, Xin",1,10,0,0.254143
"Abu-Sbeih, Mohammed Z.",1,10,0,0.254126
"Burk, Frank E.",1,10,0,0.254126
"Dion, L.",1,10,0,0.254126
"Durnberger, Erich",1,10,0,0.254126
"Fridshal, Donald",1,10,0,0.254126
"Jackson, Bradley Warren",1,10,0,0.254126
"Langford, Eric S.",1,10,0,0.254126
"Longyear, Judith Q.",1,10,0,0.254126
"O'Cinneide, Colm Art",1,10,0,0.254126
"Pica, Giustina",1,10,0,0.254126
"Tucker, Albert William",1,10,0,0.254126
"Ventre, Aldo Giuseppe Saverio",1,10,0,0.254126
"Abrosimov, Nikolay V.",1,10,0,0.254435
"Andreka, Hajnal (Hajnalka)",2,5,0.000003,0.254716
"Aupetit, Bernard H.",1,10,0,0.254435
"Averkov, Gennadiy",1,10,0,0.254435
"Carl, Bernd",1,10,0,0.254435
"Fary, Istvan",1,10,0,0.254435
"Hausel, Tamas",1,10,0,0.254435
"Kertesz, G.",1,10,0,0.254435
"Kuperberg, Wlodzimierz",2,10,0.000005,0.256706
"Marki, Laszlo",3,10,0.000007,0.256187
"Martini, Horst",1,10,0,0.254435
"Mbekhta, Mostafa",1,10,0,0.254435
"McMullen, Peter",1,10,0,0.254435
"Mednykh, Aleksandr Dmitrievich",1,10,0,0.254435
"Meyer, Mathieu",1,10,0,0.254435
"Nikonorov, Yurii G.",1,10,0,0.254435
"Odor, Tibor",2,3,0.000003,0.254665
"Reisner, Shlomo",1,10,0,0.254435
"Soltan, Valeriu P.",1,10,0,0.254435
"Szasz, Ferenc Andor",1,10,0,0.254435
"Szucs, Andras",1,10,0,0.254435
"Tarnai, Tibor",1,10,0,0.254435
Tran Trong Hue,1,10,0,0.254435
"Zemanek, Jaroslav",1,10,0,0.254435
"Elliott, Joanne",1,10,0,0.253072
"McKean, Henry P., Jr.",1,10,0,0.253072
"Blachman, Nelson M.",1,3,0,0.252989
"Kanagasabapathy, P.",1,3,0,0.252989
"Ketskemety, I.",1,10,0,0.252995
"Labelle, Gilbert",1,10,0,0.252845
"Leroux, Pierre",1,10,0,0.252845
"Abarbanel, Saul S.",1,10,0,0.253741
"Azor, Ruth",1,10,0,0.253741
"Bennett, S.",1,10,0,0.253741
"Brandt, Achiezer",1,10,0,0.253741
"Coppens, Ph.",1,10,0,0.253741
"Debbi, D.",1,10,0,0.253741
"Domb, Ceril",1,10,0,0.253741
"Dostrovsky, Israel",1,10,0,0.253741
"Goldstine, Herman H.",1,10,0,0.253741
"Jedwab, Jonathan",1,10,0,0.253741
"Joyce, Dominic D.",1,10,0,0.253741
"Katchalski-Katzir, Ephraim",1,10,0,0.253741
"Kaufman, Bruria",1,10,0,0.253741
"Kedem, Ora",1,10,0,0.253741
"Kleeman, J.",1,10,0,0.253741
"Lewis, Graham",1,10,0,0.253741
"Liron, Nadav",1,10,0,0.253741
"Llewellyn, D. R.",1,10,0,0.253741
"Mestel, L.",1,10,0,0.253741
"Offer, T.",1,10,0,0.253741
"Paris, R. B.",1,10,0,0.253741
"Schmidt, C. M. J.",1,10,0,0.253741
"Spitnik, P.",1,10,0,0.253741
"Suh, K. S.",1,10,0,0.253741
"Victor, Jonathan D.",1,10,0,0.253741
"Vromen, B. H.",1,10,0,0.253741
"Weiss, George H.",1,10,0,0.253741
"Wilmers, G.",1,10,0,0.253741
"Akhlaghi, Mohammad Reza",1,8,0,0.254037
"Atkinson, Kendall Eugene",1,8,0,0.254037
"Bokhari, Muhammed A.",1,8,0,0.254037
"Botto, M. A.",2,8,0,0.254166
"Bruck, Rainer",1,8,0,0.254037
"Chak, A. M.",2,8,0,0.254491
Chen Weiyu,1,8,0,0.254037
"Cheney, Elliott Ward",1,8,0,0.254037
"de Bruin, Marcelis Gerrit",2,8,0,0.254491
"Dikshit, Hanuman P.",1,8,0,0.254037
"Dryanov, Dimiter P.",1,8,0,0.254037
"Frank, Evelyn",1,8,0,0.254037
"Goodman, Timothy N. T.",1,8,0,0.254037
"Greville, Thomas N. E.",1,8,0,0.254037
"Ivanov, Kamen G.",2,8,0.000004,0.25484
"Lee, Seng Luan",1,8,0,0.254037
"Leeming, David John",1,8,0,0.254037
"Mathur, Kewal Krishna",1,8,0,0.254037
"Mitra, S. C.",1,8,0,0.254037
"Mohapatra, Ram Narayan",1,8,0,0.254037
"Muller, Jurgen^3",1,8,0,0.254037
"Ojha, Aparajita",1,8,0,0.254037
"Pethe, S. P.",1,8,0,0.254037
"Prasad, Jagdish",2,8,0,0.254126
"Riemenschneider, Sherman D.",2,8,0.000004,0.25462
"Saxena, R. B.",2,8,0,0.254126
"Selvaraj, Chikkanna R.",3,8,0,0.254575
"Singh, Vikramaditya^1",1,8,0,0.254037
"Srivastava, H. M.",1,8,0,0.254037
"Stenger, Frank",1,8,0,0.254037
"Sun, Xie Hua",1,8,0,0.254037
"Tan, Hwee Huat",1,8,0,0.254037
"Underhill, Brandon",3,8,0,0.254575
"Alsulami, Saud Mastour A.",1,8,0,0.253931
"Balazs, Katherine",3,8,0.000002,0.254992
"Benko, David",3,8,0.000003,0.254856
"Della Vecchia, Biancamaria",3,8,0.000003,0.254851
"Ferguson, Le Baron Otis",1,8,0,0.253931
"Gal, Sorin Gheorghe",1,8,0,0.253931
"Horvath, Agota P.",2,8,0,0.254026
"Kilgore, Theodore A.",2,8,0,0.254026
"Kis, Otto",2,8,0,0.254026
"Lukashov, Alexey Leonidovich",1,8,0,0.253931
"Mastroianni, Giuseppe",3,8,0.000003,0.254851
"Notarangelo, Incoronata",1,8,0,0.253931
"Runck, Paul Otto",2,8,0,0.254026
"Somorjai, Gabor",1,8,0,0.253931
"Baker, G. B.",1,8,0,0.253579
"Criscuolo, Giuliana",1,8,0,0.253579
"Gopengauz, Izrail Evseevich",1,8,0,0.253579
"Hay, Barbara",1,8,0,0.253579
"Hermann, Thomas^1",1,8,0,0.253579
"Mills, Terence M.",2,8,0,0.253674
"Pasquini, Lionello",1,8,0,0.253579
"Pinter, Ferenc",1,8,0,0.253579
"Rabinowitz, Philip",1,8,0,0.253579
"Sakai, Ryozi",1,8,0,0.253579
"Szili, Laszlo",2,8,0.000002,0.254778
"Hansoul, Georges E.",1,10,0,0.253484
"Padmanabhan, R.",1,10,0,0.253484
"Pixley, Alden F.",1,10,0,0.253484
"Schmidt, Elegius Tamas",1,10,0,0.253484
"Varga, Tamas^1",1,10,0,0.253484
"Varlet, Jules C.",1,10,0,0.253484
"Wiegandt, Richard",1,10,0,0.253484
"Hartig, Klaus",1,10,0,0.253267
"Bowen, N. A.",1,8,0,0.25305
"Chiang, Pou-shun",1,8,0,0.25305
"Craig, Cecil, Jr.",1,8,0,0.25305
"Liu, H. C.",1,8,0,0.25305
"Lubin, Clarence I.",1,8,0,0.25305
"Macintyre, Sheila Scott",1,8,0,0.25305
"Mushenheim, H. G.",1,8,0,0.25305
"Wilbur, Willy John",1,8,0,0.25305
"Wilson, R.",1,8,0,0.25305
"Anders, Katherine Alexander",1,10,0,0.255863
"Castle, Mari F.",1,10,0,0.255863
"Choi, Man Duen",1,10,0,0.255863
"Dai, Zong Duo",1,10,0,0.255863
"Dennison, Melissa",1,10,0,0.255863
"Fitzpatrick, Simon",1,10,0,0.255863
"Knebusch, Manfred",1,10,0,0.255863
"Lam, Tsit Yuen",1,10,0,0.255863
"Lansing, Jennifer Weber",1,10,0,0.255863
"Powers, Victoria Ann",1,10,0,0.255863
"Prestel, Alexander",1,10,0,0.255863
"Rosenberg, Alex",1,10,0,0.255863
"Rouse, Jeremy A.",1,10,0,0.255863
"Scheiderer, Claus",1,10,0,0.255863
"Serbinowska, Monika",1,10,0,0.255863
"Heffernan, Neil T.",1,10,0,0.255031
"Pardos, Zachary A.",1,10,0,0.255031
"Trivedi, Shubhendu",1,10,0,0.255031
"Wang, Yutao",1,10,0,0.255031
"Gaal, Lisl Novak",1,3,0,0.252889
"Duparc, Herman Johan Arie",1,3,0,0.253011
"GAAL, STEVEN A. (GAL, ISTVAN SANDOR)",1,3,0,0.253011
"Lekkerkerker, Cornelius Gerrit",2,3,0.000001,0.253239
"Levelt, Antonius Henricus Maria",1,3,0,0.253011
"Meulenbeld, Barend",1,3,0,0.253011
"Prokopec, Tomislav",1,3,0,0.253011
"Rigopoulos, Gerasimos I.",1,3,0,0.253011
"Barat, Anna Melinda",1,3,0,0.25335
"Bareikis, Gintautas",1,3,0,0.25335
"Buldigin, Valerii Volodimirovich",1,3,0,0.25335
"Gottschalk, Manfred",1,3,0,0.25335
"Kaya, Erdener",1,3,0,0.25335
"Knopfmacher, John",1,3,0,0.25335
"Stacho, Laszlo L.",2,3,0.000004,0.254693
"Stakenas, Vilius",1,3,0,0.25335
"Timofeev, Nikolai Mikhailovich",1,3,0,0.25335
"Trautner, Rolf",1,3,0,0.25335
"Warlimont, Richard",1,3,0,0.25335
"Wehmeier, Stefan",1,3,0,0.25335
"Kennedy, Patrick Brendan",1,9,0,0.253367
"Klee, Karl",1,9,0,0.253367
"Lung, Kitty",1,9,0,0.253367
"Monteferrante, Sandra A.",1,9,0,0.253367
"Rockett, Andrew M.",1,9,0,0.253367
"Escalante, Fernando",1,10,0,0.25388
"Milgram, Arthur N.",2,10,0,0.253947
"VAZSONYI, ANDREW",1,10,0,0.25388
"Artzner, Philippe",1,10,0,0.253345
"Harrop, Ronald",1,10,0,0.253345
"KO, CHAO (KE, ZHAO)",1,10,0,0.253345
"Neumann, Bernhard Hermann",1,10,0,0.253345
"Scott, S. H.",1,10,0,0.253345
"Wilkie, Alex J.",1,10,0,0.253345
"Baikovicius, Jimmy",1,9,0,0.253462
"Caines, Peter E.",1,9,0,0.253462
"Haraszti, Kristof",1,9,0,0.253462
"Hill, Stacy D.",1,9,0,0.253462
"Hjalmarsson, Haka",1,9,0,0.253462
"Huang, Lirong^2",1,9,0,0.253462
"Kmecs, Ildiko",1,9,0,0.253462
"Kozmann, Gyorgy",1,9,0,0.253462
"Manfay, Mate",1,9,0,0.253462
"Martensson, Jonas",1,9,0,0.253462
"Matyas, Zalan",1,9,0,0.253462
"Michaletzky, Gyorgy",1,9,0,0.253462
"Molnar-Saska, Gabor",1,9,0,0.253462
"Orlovits, Zsanett",1,9,0,0.253462
"Prokaj, Vilmos",1,9,0,0.253462
"Prosdocimi, Cecilia",1,9,0,0.253462
"Rasonyi, Miklos",1,9,0,0.253462
"Rissanen, Jorma J.",1,9,0,0.253462
"Rojas, Cristian R.",1,9,0,0.253462
"Szepesvari, Csaba",1,9,0,0.253462
"Szigeti, Ferenc",1,9,0,0.253462
"Torma, Balazs",1,9,0,0.253462
"Vago, Zsuzsanna",1,9,0,0.253462
"Abu Osba, Emad Ahmed",1,5,0,0.253295
"Alas, Ofelia Teresa",1,5,0,0.253295
"Alkam, Osama",1,5,0,0.253295
"Azadi Kenary, Hassan",1,5,0,0.253295
"Banerjee, Bikram",1,5,0,0.253295
"Boulabiar, Karim",1,5,0,0.253295
"Buskes, Gerardus Johannes Hubertus Maria",1,5,0,0.253295
"Chinburg, Ted",1,5,0,0.253295
"Correl, Ellen",1,5,0,0.253295
"Dashiell, Frederick K., Jr.",1,5,0,0.253295
"Day, Jane M.",1,5,0,0.253295
"Estaji, Ali Akbar",1,5,0,0.253295
"Feldman, David Victor",1,5,0,0.253295
"Ghosh, Swapan Kumar^1",1,5,0,0.253295
"Golasinski, Marek",1,5,0,0.253295
"Hager, Anthony W.",1,5,0,0.253295
"Isbell, John R.",1,5,0,0.253295
"Janos, Ludvik",1,5,0,0.253295
"Johnson, Donald G.",1,5,0,0.253295
"Larson, Suzanne",1,5,0,0.253295
"Martinez, Jorge^2",1,5,0,0.253295
"Mitra, Biswajit",1,5,0,0.253295
"Momtahan, Ehsan",1,5,0,0.253295
"Nikou, Amir",1,5,0,0.253295
"Orland, George",1,5,0,0.253295
"Peters, Thomas J.",1,5,0,0.253295
"Raphael, Robert M.",1,5,0,0.253295
"Rayburn, Marlon C.",1,5,0,0.253295
"Smith, Frank A.",1,5,0,0.253295
"Somerset, Douglas W. B.",1,5,0,0.253295
"Todd, Aaron R.",1,5,0,0.253295
"Vermeer, Johannes",1,5,0,0.253295
"Walters-Wayland, Joanne",1,5,0,0.253295
"Wilson, Richard Gordon",1,5,0,0.253295
"Woods, R. Grant",1,5,0,0.253295
"de Mello, Celia Picinin",1,10,0,0.256113
"Dourado, Mitre Costa",1,10,0,0.256113
"Hartman, Chris",1,10,0,0.256113
"Jevtic, Dusan B.",1,10,0,0.256113
"King, Andrew D.",1,10,0,0.256113
"Kurtz, David Corey",1,10,0,0.256113
"Maheo, Maryvonne",1,10,0,0.256113
"Nicolescu, Mihaela",1,10,0,0.256113
"Skrien, Dale J.",1,10,0,0.256113
"Umstead, Cherie",1,10,0,0.256113
"Vaiana, Nicole",1,10,0,0.256113
"Van Gorden, Brian D.",1,10,0,0.256113
"Virlouvet, Christine",1,10,0,0.256113
"Babel, Luitpold",1,10,0,0.255257
"Bouchitte, Vincent",1,10,0,0.255257
"Brandstadt, Andreas",1,10,0,0.255257
"Chang, Maw Shang",1,10,0,0.255257
"Chapelle, Mathieu",1,10,0,0.255257
"Cochefert, Manfred",1,10,0,0.255257
"Cohen, Johanne",1,10,0,0.255257
"Couturier, Jean-Francois",1,10,0,0.255257
"Cygan, Marek",1,10,0,0.255257
"Damaschke, Peter",1,10,0,0.255257
"Fernau, Henning",1,10,0,0.255257
"Gaspers, Serge",1,10,0,0.255257
"Golovach, Petr A.",1,10,0,0.255257
"Grandoni, Fabrizio^2",1,10,0,0.255257
"Heggernes, Pinar",1,10,0,0.255257
"Hemaspaandra, Lane A. (Hemachandra)",2,5,0.000018,0.256307
"Hempel, Harald",1,10,0,0.255257
"Johnson, Matthew",1,10,0,0.255257
"Kanj, Iyad A.",1,10,0,0.255257
"Kneis, Joachim",1,10,0,0.255257
"Koppius, Otto R.",1,10,0,0.255257
"Koster, Arie M. C. A.",1,10,0,0.255257
"Kucherov, Gregory",1,10,0,0.255257
"Langer, Alexander",1,10,0,0.255257
"Le, Hoang-Oanh",1,10,0,0.255257
"Le, Van Bang",1,10,0,0.255257
"Le Borgne, Yvan",1,10,0,0.255257
"Lee, Chuan-Min",1,10,0,0.255257
"Letourneur, Romain",1,10,0,0.255257
"Liedloff, Mathieu",1,10,0,0.255257
"McConnell, Ross M.",1,10,0,0.255257
"Meister, Daniel",1,10,0,0.255257
"Olariu, Stephan",1,10,0,0.255257
"Papadopoulos, Charis",1,10,0,0.255257
"Patel, Viresh",1,10,0,0.255257
"Paulusma, Daniel",1,10,0,0.255257
"Peng, Sheng-Lung",1,10,0,0.255257
"Perez, Anthony",1,10,0,0.255257
"Pilipczuk, Marcin",1,10,0,0.255257
"Prisner, Erich",1,10,0,0.255257
"Pyatkin, Artem V.",1,10,0,0.255257
"Raible, Daniel (Binkele-Raible)",1,10,0,0.255257
"Raman, Venkatesh",1,10,0,0.255257
"Rampon, Jean-Xavier",1,10,0,0.255257
"Rao, Michael",1,10,0,0.255257
"Rossmanith, Peter",1,10,0,0.255257
"Saei, Reza",1,10,0,0.255257
"Steiner, George",1,10,0,0.255257
"Timmer, Sjoerd T.",1,10,0,0.255257
"Todinca, Ioan",1,10,0,0.255257
"Tuinstra, Hilde",1,10,0,0.255257
"van 't Hof, Pim",1,10,0,0.255257
"Villanger, Yngve",1,10,0,0.255257
"Wagner, Dorothea",1,10,0,0.255257
"Wojtaszczyk, Jakub Onufry",1,10,0,0.255257
"Barneva, Reneta P.",1,10,0,0.253133
"Bodroza, Olga",1,10,0,0.253133
"Brimkov, Valentin E.",1,10,0,0.253133
"Jayaram, S. R.",1,10,0,0.253133
"Klette, Reinhard",1,10,0,0.253133
"Kwong, Y. H. Harris",1,10,0,0.253133
"Moore, Bernard M.",1,10,0,0.253133
"Ringeisen, Richard D.",1,10,0,0.253133
"Schillo, Paul",1,10,0,0.253133
"Tamari, Dov",1,1,0,0.252889
"Yoeli, Michael",1,1,0,0.252889
"Aharoni, Merav",1,1,0,0.252928
"Amdursky, Vardy",1,1,0,0.252928
"Asaf, Sigal",1,1,0,0.252928
"Fournier, Laurent",1,1,0,0.252928
"Gal, Shmuel",1,1,0,0.252928
"Maharik, Ron",1,1,0,0.252928
"Nehama, Ilan",1,1,0,0.252928
"Nikulshin, Ilya",1,1,0,0.252928
"Rubinstein, Reuven Y.",1,1,0,0.252928
"Aladro, Gerardo",1,8,0,0.253791
"Blank, Brian E.",1,8,0,0.253791
"Burns, Daniel M., Jr.",1,8,0,0.253791
"Byun, Jisoo",1,8,0,0.253791
"Chang, Der-Chen E.",1,8,0,0.253791
"Chen, Zhenhua",1,8,0,0.253791
"Cheung, Wing Sum",1,8,0,0.253791
"Coleman, Matthew P.",1,8,0,0.253791
"Daghighi, Abtin",1,8,0,0.253791
"Fan, Da Shan",1,8,0,0.253791
"Fontana, Luigi",1,8,0,0.253791
"Fornaess, John Erik",1,8,0,0.253791
"Fridman, Buma L.",1,8,0,0.253791
"Fu, Siqi",1,8,0,0.253791
"Gaussier, Herve",1,8,0,0.253791
"Gifford, James A.",1,8,0,0.253791
"Graham, Ian R.",1,8,0,0.253791
"Greene, Robert Everist",1,8,0,0.253791
"Hintikka, Eric",1,8,0,0.253791
"Huang, Xiao Jun^1",1,8,0,0.253791
"Isaev, Alexander V.",1,8,0,0.253791
"Kim, Kang-Tae",1,8,0,0.253791
"Klein, David",1,8,0,0.253791
"Kodama, Akio",1,8,0,0.253791
"Li, Song Ying",1,8,0,0.253791
"Lin, Peng",1,8,0,0.253791
"Ma, Daowei",1,8,0,0.253791
"McNeal, Jeffery D.",1,8,0,0.253791
"Pan, Yi Fei",1,8,0,0.253791
"Pang, Myung-Yull",1,8,0,0.253791
"Parks, Harold R.",1,8,0,0.253791
"Paulsen, William H.",1,8,0,0.253791
"Peloso, Marco M.",1,8,0,0.253791
"Royden, Halsey L.",1,8,0,0.253791
"Russell, David L.",2,3,0.000014,0.25448
"Salinas, Norberto",1,8,0,0.253791
"Seo, Aeryeong",1,8,0,0.253791
"Skwarczynski, Maciej",1,8,0,0.253791
"Spiro, Andrea F.",1,8,0,0.253791
"Stein, Elias M.",1,8,0,0.253791
"Stevic, Stevo",1,8,0,0.253791
"Suffridge, Ted Joe",1,8,0,0.253791
"Wayne, Clarence Eugene",1,8,0,0.253791
"West, Harry H.",1,8,0,0.253791
"Westman, M. P.",1,8,0,0.253791
"Wong, Bun",1,8,0,0.253791
"Wong, Pit-Mann",1,8,0,0.253791
"Yu, Ji Ye",1,8,0,0.253791
"Zhou, Jianxin^1",1,8,0,0.253791
"Campbell, J. G.",1,9,0,0.252945
"Ghandehari, Mostafa",1,9,0,0.252945
"Guy, A. G.",1,9,0,0.252945
"Jerome, Joseph W.",1,9,0,0.252945
"Langer, Rudolph E.",1,9,0,0.252945
"Malti, Michel G.",1,9,0,0.252945
"Rosenberg, Reinhardt M.",1,9,0,0.252945
"Tapia, Richard A.",1,9,0,0.252945
"Usdin, Eugene",1,9,0,0.252945
"Weinberger, Hans F.",1,9,0,0.252945
"Yue, A. S.",1,9,0,0.252945
"Goodman, Gary",1,10,0,0.252928
"Goodman, Ruth E.",1,10,0,0.252928
"Hummel, James A.",1,10,0,0.252928
"Ratti, Jogindar S.",1,10,0,0.252928
"Robertson, Malcolm S.",1,10,0,0.252928
"Baumert, Leonard D.",2,4,0,0.25678
"Dahlke, Karl A.",1,4,0,0.255495
"Gagliardi, Robert M.",1,4,0,0.255495
"Games, Richard A.",1,4,0,0.255495
"Moreno, Oscar",1,4,0,0.255495
"Peile, Robert E.",1,4,0,0.255495
"Petro, John",1,4,0,0.255495
"Posner, Edward C.",3,4,0,0.256849
"Robbins, John G.",1,4,0,0.255495
"Rodemich, Eugene R.",2,4,0,0.25678
"Rumsey, Howard Calvin Jr.",2,4,0,0.25678
"Simoncini, Luca",1,4,0,0.255495
"Song, Hong-Yeop",1,4,0,0.255495
"Yovanof, Gregory S.",1,4,0,0.255495
"Cheng, Yuanyou Fred",1,3,0,0.253774
"Ringrose, Christopher J.",1,3,0,0.253774
"Seidel, Steven R.",1,3,0,0.253774
"Yildirim, Cem Yalcin",1,3,0,0.253774
"Feiler, Cornelia",1,3,0,0.254199
"Haase, Daniel^1",1,3,0,0.254199
"Schleich, Wolfgang P.",1,3,0,0.254199
"Ackerman, Margareta",1,3,0,0.256632
"Allouche, Gabrielle",1,3,0,0.256632
"Alpoge, Levent",1,3,0,0.256632
"Anderson, Terry",1,3,0,0.256632
"Ang, Thomas",1,3,0,0.256632
"Astoorian, Dan",1,3,0,0.256632
"Au, Yu Hin",1,3,0,0.256632
"Bach, Eric",1,3,0,0.256632
"Betrema, Jean",1,3,0,0.256632
"Boros, George",1,3,0,0.256632
"Breitbart, Yuri",1,3,0,0.256632
"Brown, Shandy",1,3,0,0.256632
"Brzozowski, Janusz A. (John)",1,3,0,0.256632
"Buss, Jonathan F.",1,3,0,0.256632
"Cateland, Emmanuel",1,3,0,0.256632
"Cautis, Sabin",1,3,0,0.256632
"Coons, Michael",1,3,0,0.256632
"Davison, J. Leslie",1,3,0,0.256632
"Domaratzki, Michael",1,3,0,0.256632
"Driscoll, James R.",1,3,0,0.256632
"Du, Chen Fei",1,3,0,0.256632
"Eisenstat, Sarah",1,3,0,0.256632
"Ellis, John A.",1,3,0,0.256632
"Ellul, Keith",1,3,0,0.256632
"Elsberry, Wesley R.",1,3,0,0.256632
"Epifanio, Chiara",1,3,0,0.256632
"Fan, Hongbing",1,3,0,0.256632
"Frandsen, Gudmund Skovbjerg",1,3,0,0.256632
"Frougny, Christiane",1,3,0,0.256632
"Gabriele, Alessandra",1,3,0,0.256632
"Gawrychowski, Pawel",1,3,0,0.256632
"Gilbert, William J.",1,3,0,0.256632
"Glaister, Ian",1,3,0,0.256632
"Goc, Daniel",1,3,0,0.256632
"Grant, Elyot",1,3,0,0.256632
"Guay-Paquet, Mathieu",1,3,0,0.256632
"Hare, Kevin George",1,3,0,0.256632
"Harju, Tero",1,3,0,0.256632
"Henshall, Dane",1,3,0,0.256632
"Hughes, John Forbes",1,3,0,0.256632
"Ilie, Lucian",2,3,0.000032,0.257124
"Jiraskova, Galina",1,3,0,0.256632
"Kao, Jui-Yi",1,3,0,0.256632
"Karhumaki, Juhani",1,3,0,0.256632
"Kisman, Derek",1,3,0,0.256632
"Krawetz, Bryan",1,3,0,0.256632
"Lam, Charles C. Y.",1,3,0,0.256632
"Lee, Jonathan Wayne",1,3,0,0.256632
"Lehr, Siegfried",1,3,0,0.256632
"Leong, Alexander",1,3,0,0.256632
"Loftus, John",1,3,0,0.256632
"Lukes, Richard F.",1,3,0,0.256632
"Lyons, Harriet",1,3,0,0.256632
"McDonnell, Eugene",1,3,0,0.256632
"Mignosi, Filippo",1,3,0,0.256632
"Miller, Avery",1,3,0,0.256632
"Mousavi, Hamoon",1,3,0,0.256632
"Ochem, Pascal",1,3,0,0.256632
"Okhotin, Alexander S.",1,3,0,0.256632
"Peitgen, Heinz-Otto",1,3,0,0.256632
"Petersen, Holger",1,3,0,0.256632
"Pighizzini, Giovanni",1,3,0,0.256632
"Rampersad, Narad",1,3,0,0.256632
"Randall, Jim",1,3,0,0.256632
"Ravikumar, Balasubramanian",1,3,0,0.256632
"Rosen, David",1,3,0,0.256632
"Rowland, Eric Samuel",1,3,0,0.256632
"Saari, Kalle",1,3,0,0.256632
"Santean, Nicolae",1,3,0,0.256632
"Schaeffer, Luke",1,3,0,0.256632
"Shamir, Adi",1,3,0,0.256632
"Shur, Arseny M.",1,3,0,0.256632
"Stankewicz, James",1,3,0,0.256632
"Stolfi, Jorge",1,3,0,0.256632
"Stoll, Thomas",1,3,0,0.256632
"Swart, David",1,3,0,0.256632
"Szilard, Andrew L.",1,3,0,0.256632
"Tan, Shuo",1,3,0,0.256632
"Tromp, John T.",1,3,0,0.256632
"Vasiga, Troy M. J.",1,3,0,0.256632
"Venturini, Ilaria",1,3,0,0.256632
"Wang, Ming-wei",1,3,0,0.256632
"Wilson, David A.^2",1,3,0,0.256632
"Wilson, David W.",1,3,0,0.256632
"Xu, Zhi^2",1,3,0,0.256632
"Yamron, Jonathan P.",1,3,0,0.256632
"Yazdani, Soroosh",1,3,0,0.256632
"Zhang, Kaizhong",1,3,0,0.256632
"Bianchi, Gabriele",1,3,0,0.253039
"Flor, Peter",1,3,0,0.253039
"Glasauer, Stefan^1",1,3,0,0.253039
"Hobinger, Johannes",1,3,0,0.253039
"Kenderov, Petar Stojanov",1,3,0,0.253039
"Lettl, Gunter",1,3,0,0.253039
"Ludwig, Monika",1,3,0,0.253039
"Ramharter, Gerhard",1,3,0,0.253039
"Ryskov, Sergej Sergeevich",1,3,0,0.253039
"Schneider, Rolf",1,3,0,0.253039
"Schuster, Franz E.",1,3,0,0.253039
"Sorger, Hartwig",1,3,0,0.253039
"Dwyer, Denis",1,3,0,0.252978
"Elkington, Gordon Bradley",1,3,0,0.252978
"Gastineau-Hills, Humphrey M.",1,3,0,0.252978
"Levingston, Richard Henry",1,3,0,0.252978
"Sarvate, Dinesh G.",1,3,0,0.252978
"Klauder, John R.",1,10,0,0.253847
"Leutwyler, H.",1,10,0,0.253847
"Burgdorff, H. A.",1,10,0,0.253356
"Fiduccia, Charles M.",1,10,0,0.253356
"Franklin, Stanley P.",1,10,0,0.253356
"Give'on, Yehoshafat",1,10,0,0.253356
"Henderson, Peter B.",1,10,0,0.253356
"Jajodia, Sushil",1,10,0,0.253356
"McNaughton, Robert",1,10,0,0.253356
"Ogihara, Mitsunori",1,10,0,0.253356
"Springsteel, Frederick N.",1,10,0,0.253356
"Grabner, Peter J.",1,3,0,0.254104
"Lieuwens, Erik",1,3,0,0.254104
"Molnar, Sandor H.",1,3,0,0.254104
"Sinka, Zs.",1,3,0,0.254104
"Tropak, Bogdan",1,3,0,0.254104
"Varnai, Ferenc",1,3,0,0.254104
"Zay, Bela",1,3,0,0.254104
"Damiano, Robert F.",1,3,0,0.253033
"Danzigner, Lawrence",1,3,0,0.253033
"Golan, Jonathan S.",1,3,0,0.253033
"Langevin, Michel",1,3,0,0.255217
"Nesterenko, Yuri V.",1,3,0,0.255217
"Parnami, J. C.",1,3,0,0.255217
"Kim, Jeongsoo",1,3,0,0.254177
"Top, Jaap",1,3,0,0.254177
"Anderson, Norman H.",1,8,0,0.253317
"Arthurs, Arnold Magowan",1,8,0,0.253317
"Goldstein, Myron",1,8,0,0.253317
"Jackson, Terrence H.",1,8,0,0.253317
"Smith, Hal Leslie",1,8,0,0.253317
"Sudbery, Anthony",1,8,0,0.253317
"Wild, K.",1,8,0,0.253317
"Williamson, John Hunter",1,8,0,0.253317
